observableId	preequilibrationConditionId	simulationConditionId	simulatedData	time	observableParameters	noiseParameters	observableTransformation
Bacnorm		model1_data1	0.013816609	0			lin
Bacnorm		model1_data1	0.013816609	5			lin
Bacnorm		model1_data1	0.013816609	10			lin
Bacnorm		model1_data1	0.013816609	15			lin
Bacnorm		model1_data1	0.013816609	20			lin
Bacnorm		model1_data1	0.013816609	25			lin
Bacnorm		model1_data1	0.013816609	30			lin
Bacnorm		model1_data1	0.013816609	35			lin
Bacnorm		model1_data1	0.013816609	40			lin
Bacnorm		model1_data1	0.013816609	45			lin
Bacnorm		model1_data1	0.013816609	50			lin
Bacnorm		model1_data1	0.013816609	55			lin
Bacnorm		model1_data1	0.013816609	60			lin
Bacnorm		model1_data1	0.013816609	65			lin
Bacnorm		model1_data1	0.013816609	70			lin
Bacnorm		model1_data1	0.013816609	75			lin
Bacnorm		model1_data1	0.013816609	80			lin
Bacnorm		model1_data1	0.013816609	85			lin
Bacnorm		model1_data1	0.013816609	90			lin
Bacnorm		model1_data1	0.013816609	95			lin
Bacnorm		model1_data1	0.013816609	100			lin
Bacnorm		model1_data1	0.013816609	105			lin
Bacnorm		model1_data1	0.013816609	110			lin
Bacnorm		model1_data1	0.013816609	115			lin
Bacnorm		model1_data1	0.013816609	120			lin
Bacnorm		model1_data1	0.013816609	125			lin
Bacnorm		model1_data1	0.013816609	130			lin
Bacnorm		model1_data1	0.013816609	135			lin
Bacnorm		model1_data1	0.013816609	140			lin
Bacnorm		model1_data1	0.013816609	145			lin
Bacnorm		model1_data1	0.013816609	150			lin
Bacnorm		model1_data1	0.013816609	155			lin
Bacnorm		model1_data1	0.013816609	160			lin
Bacnorm		model1_data1	0.013816609	165			lin
Bacnorm		model1_data1	0.013816609	170			lin
Bacnorm		model1_data1	0.013816609	175			lin
Bacnorm		model1_data1	0.013816609	180			lin
Bacnorm		model1_data1	0.013816609	185			lin
Bacnorm		model1_data1	0.013816609	190			lin
Bacnorm		model1_data1	0.013816609	195			lin
Bacnorm		model1_data1	0.013816609	200			lin
Bacnorm		model1_data1	0.013816609	205			lin
Bacnorm		model1_data1	0.013816609	210			lin
Bacnorm		model1_data1	0.013816609	215			lin
Bacnorm		model1_data1	0.013816609	220			lin
Bacnorm		model1_data1	0.013816609	225			lin
Bacnorm		model1_data1	0.013816609	230			lin
Bacnorm		model1_data1	0.013816609	235			lin
Bacnorm		model1_data1	0.013816609	240			lin
Bacnorm		model1_data1	0.013816609	245			lin
Bacnorm		model1_data1	0.013816609	250			lin
Bacnorm		model1_data1	0.013816609	255			lin
Bacnorm		model1_data1	0.013816609	260			lin
Bacnorm		model1_data1	0.013816609	265			lin
Bacnorm		model1_data1	0.013816609	270			lin
Bacnorm		model1_data1	0.013816609	275			lin
Bacnorm		model1_data1	0.013816609	280			lin
Bacnorm		model1_data1	0.013816609	285			lin
Bacnorm		model1_data1	0.013816609	290			lin
Bacnorm		model1_data1	0.013816609	295			lin
Bacnorm		model1_data1	0.013816609	300			lin
Bacnorm		model1_data1	0.013816609	305			lin
Bacnorm		model1_data1	0.013816609	310			lin
Bacnorm		model1_data1	0.013816609	315			lin
Bacnorm		model1_data1	0.013816609	320			lin
Bacnorm		model1_data1	0.013816609	325			lin
Bacnorm		model1_data1	0.013816609	330			lin
Bacnorm		model1_data1	0.013816609	335			lin
Bacnorm		model1_data1	0.013816609	340			lin
Bacnorm		model1_data1	0.013816609	345			lin
Bacnorm		model1_data1	0.013816609	350			lin
Bacnorm		model1_data1	0.013816609	355			lin
Bacnorm		model1_data1	0.013816609	360			lin
Bacnorm		model1_data1	0.013816609	365			lin
Bacnorm		model1_data1	0.013816609	370			lin
Bacnorm		model1_data1	0.013816609	375			lin
Bacnorm		model1_data1	0.013816609	380			lin
Bacnorm		model1_data1	0.013816609	385			lin
Bacnorm		model1_data1	0.013816609	390			lin
Bacnorm		model1_data1	0.013816609	395			lin
Bacnorm		model1_data1	0.013816609	400			lin
Bacnorm		model1_data1	0.013816609	405			lin
Bacnorm		model1_data1	0.013816609	410			lin
Bacnorm		model1_data1	0.013816609	415			lin
Bacnorm		model1_data1	0.013816609	420			lin
Bacnorm		model1_data1	0.013816609	425			lin
Bacnorm		model1_data1	0.013816609	430			lin
Bacnorm		model1_data1	0.013816609	435			lin
Bacnorm		model1_data1	0.013816609	440			lin
Bacnorm		model1_data1	0.013816609	445			lin
Bacnorm		model1_data1	0.013816609	450			lin
Bacnorm		model1_data1	0.013816609	455			lin
Bacnorm		model1_data1	0.013816609	460			lin
Bacnorm		model1_data1	0.013816609	465			lin
Bacnorm		model1_data1	0.013816609	470			lin
Bacnorm		model1_data1	0.013816609	475			lin
Bacnorm		model1_data1	0.013816609	480			lin
Bacnorm		model1_data1	0.013816609	485			lin
Bacnorm		model1_data1	0.013816609	490			lin
Bacnorm		model1_data1	0.013816609	495			lin
Bacnorm		model1_data1	0.013816609	500			lin
Bacnorm		model1_data1	0.013816609	505			lin
Bacnorm		model1_data1	0.013816609	510			lin
Bacnorm		model1_data1	0.013816609	515			lin
Bacnorm		model1_data1	0.013816609	520			lin
Bacnorm		model1_data1	0.013816609	525			lin
Bacnorm		model1_data1	0.013816609	530			lin
Bacnorm		model1_data1	0.013816609	535			lin
Bacnorm		model1_data1	0.013816609	540			lin
Bacnorm		model1_data1	0.013816609	545			lin
Bacnorm		model1_data1	0.013816609	550			lin
Bacnorm		model1_data1	0.013816609	555			lin
Bacnorm		model1_data1	0.013816609	560			lin
Bacnorm		model1_data1	0.013816609	565			lin
Bacnorm		model1_data1	0.013816609	570			lin
Bacnorm		model1_data1	0.013816609	575			lin
Bacnorm		model1_data1	0.013816609	580			lin
Bacnorm		model1_data1	0.013816609	585			lin
Bacnorm		model1_data1	0.013816609	590			lin
Bacnorm		model1_data1	0.013816609	595			lin
Bacnorm		model1_data1	0.013816609	600			lin
Bacnorm		model1_data1	0.013816609	605			lin
Bacnorm		model1_data1	0.013816609	610			lin
Bacnorm		model1_data1	0.013816609	615			lin
Bacnorm		model1_data1	0.013816609	620			lin
Bacnorm		model1_data1	0.013816609	625			lin
Bacnorm		model1_data1	0.013816609	630			lin
Bacnorm		model1_data1	0.013816609	635			lin
Bacnorm		model1_data1	0.013816609	640			lin
Bacnorm		model1_data1	0.013816609	645			lin
Bacnorm		model1_data1	0.013816609	650			lin
Bacnorm		model1_data1	0.013816609	655			lin
Bacnorm		model1_data1	0.013816609	660			lin
Bacnorm		model1_data1	0.013816609	665			lin
Bacnorm		model1_data1	0.013816609	670			lin
Bacnorm		model1_data1	0.013816609	675			lin
Bacnorm		model1_data1	0.013816609	680			lin
Bacnorm		model1_data1	0.013816609	685			lin
Bacnorm		model1_data1	0.013816609	690			lin
Bacnorm		model1_data1	0.013816609	695			lin
Bacnorm		model1_data1	0.013816609	700			lin
Bacnorm		model1_data1	0.013816609	705			lin
Bacnorm		model1_data1	0.013816609	710			lin
Bacnorm		model1_data1	0.013816609	715			lin
Bacnorm		model1_data1	0.013816609	720			lin
Bacnorm		model1_data1	0.013816609	725			lin
Bacnorm		model1_data1	0.013816609	730			lin
Bacnorm		model1_data1	0.013816609	735			lin
Bacnorm		model1_data1	0.013816609	740			lin
Bacnorm		model1_data1	0.013816609	745			lin
Bacnorm		model1_data1	0.013816609	750			lin
Bacnorm		model1_data1	0.013816609	755			lin
Bacnorm		model1_data1	0.013816609	760			lin
Bacnorm		model1_data1	0.013816609	765			lin
Bacnorm		model1_data1	0.013816609	770			lin
Bacnorm		model1_data1	0.013816609	775			lin
Bacnorm		model1_data1	0.013816609	780			lin
Bacnorm		model1_data1	0.013816609	785			lin
Bacnorm		model1_data1	0.013816609	790			lin
Bacnorm		model1_data1	0.013816609	795			lin
Bacnorm		model1_data1	0.013816609	800			lin
Bacnorm		model1_data1	0.013816609	805			lin
Bacnorm		model1_data1	0.013816609	810			lin
Bacnorm		model1_data1	0.013816609	815			lin
Bacnorm		model1_data1	0.013816609	820			lin
Bacnorm		model1_data1	0.013816609	825			lin
Bacnorm		model1_data1	0.013816609	830			lin
Bacnorm		model1_data1	0.013816609	835			lin
Bacnorm		model1_data1	0.013816609	840			lin
Bacnorm		model1_data1	0.013816609	845			lin
Bacnorm		model1_data1	0.013816609	850			lin
Bacnorm		model1_data1	0.013816609	855			lin
Bacnorm		model1_data1	0.013816609	860			lin
Bacnorm		model1_data1	0.013816609	865			lin
Bacnorm		model1_data1	0.013816609	870			lin
Bacnorm		model1_data1	0.013816609	875			lin
Bacnorm		model1_data1	0.013816609	880			lin
Bacnorm		model1_data1	0.013816609	885			lin
Bacnorm		model1_data1	0.013816609	890			lin
Bacnorm		model1_data1	0.013816609	895			lin
Bacnorm		model1_data1	0.013816609	900			lin
Bacnorm		model1_data1	0.013816609	905			lin
Bacnorm		model1_data1	0.013816609	910			lin
Bacnorm		model1_data1	0.013816609	915			lin
Bacnorm		model1_data1	0.013816609	920			lin
Bacnorm		model1_data1	0.013816609	925			lin
Bacnorm		model1_data1	0.013816609	930			lin
Bacnorm		model1_data1	0.013816609	935			lin
Bacnorm		model1_data1	0.013816609	940			lin
Bacnorm		model1_data1	0.013816609	945			lin
Bacnorm		model1_data1	0.013816609	950			lin
Bacnorm		model1_data1	0.013816609	955			lin
Bacnorm		model1_data1	0.013816609	960			lin
Bacnorm		model1_data1	0.013816609	965			lin
Bacnorm		model1_data1	0.013816609	970			lin
Bacnorm		model1_data1	0.013816609	975			lin
Bacnorm		model1_data1	0.013816609	980			lin
Bacnorm		model1_data1	0.013816609	985			lin
Bacnorm		model1_data1	0.013816609	990			lin
Bacnorm		model1_data1	0.013816609	995			lin
Bacnorm		model1_data1	0.013816609	1000			lin
Bacnorm		model1_data1	0.013816609	1005			lin
Bacnorm		model1_data1	0.013816609	1010			lin
Bacnorm		model1_data1	0.013816609	1015			lin
Bacnorm		model1_data1	0.013816609	1020			lin
Bacnorm		model1_data1	0.013816609	1025			lin
Bacnorm		model1_data1	0.013816609	1030			lin
Bacnorm		model1_data1	0.013816609	1035			lin
Bacnorm		model1_data1	0.013816609	1040			lin
Bacnorm		model1_data1	0.0138567863	1045			lin
Bacnorm		model1_data1	0.0142859711	1050			lin
Bacnorm		model1_data1	0.0147281299	1055			lin
Bacnorm		model1_data1	0.0151836347	1060			lin
Bacnorm		model1_data1	0.0156528671	1065			lin
Bacnorm		model1_data1	0.0161362183	1070			lin
Bacnorm		model1_data1	0.0166340892	1075			lin
Bacnorm		model1_data1	0.0171468905	1080			lin
Bacnorm		model1_data1	0.0176750431	1085			lin
Bacnorm		model1_data1	0.0182189778	1090			lin
Bacnorm		model1_data1	0.0187791359	1095			lin
Bacnorm		model1_data1	0.0193559693	1100			lin
Bacnorm		model1_data1	0.0199499401	1105			lin
Bacnorm		model1_data1	0.0205615215	1110			lin
Bacnorm		model1_data1	0.0211911972	1115			lin
Bacnorm		model1_data1	0.0218394619	1120			lin
Bacnorm		model1_data1	0.0225068213	1125			lin
Bacnorm		model1_data1	0.0231937924	1130			lin
Bacnorm		model1_data1	0.023900903	1135			lin
Bacnorm		model1_data1	0.0246286924	1140			lin
Bacnorm		model1_data1	0.025377711	1145			lin
Bacnorm		model1_data1	0.0261485208	1150			lin
Bacnorm		model1_data1	0.0269416947	1155			lin
Bacnorm		model1_data1	0.0277578173	1160			lin
Bacnorm		model1_data1	0.0285974843	1165			lin
Bacnorm		model1_data1	0.0294613028	1170			lin
Bacnorm		model1_data1	0.0303498911	1175			lin
Bacnorm		model1_data1	0.0312638787	1180			lin
Bacnorm		model1_data1	0.032203906	1185			lin
Bacnorm		model1_data1	0.0331706245	1190			lin
Bacnorm		model1_data1	0.0341646965	1195			lin
Bacnorm		model1_data1	0.0351867948	1200			lin
Bacnorm		model1_data1	0.0362376028	1205			lin
Bacnorm		model1_data1	0.0373178138	1210			lin
Bacnorm		model1_data1	0.0384281313	1215			lin
Bacnorm		model1_data1	0.0395692683	1220			lin
Bacnorm		model1_data1	0.0407419472	1225			lin
Bacnorm		model1_data1	0.0419468991	1230			lin
Bacnorm		model1_data1	0.0431848638	1235			lin
Bacnorm		model1_data1	0.0444565891	1240			lin
Bacnorm		model1_data1	0.0457628305	1245			lin
Bacnorm		model1_data1	0.0471043503	1250			lin
Bacnorm		model1_data1	0.0484819174	1255			lin
Bacnorm		model1_data1	0.0498963066	1260			lin
Bacnorm		model1_data1	0.0513482977	1265			lin
Bacnorm		model1_data1	0.0528386752	1270			lin
Bacnorm		model1_data1	0.0543682269	1275			lin
Bacnorm		model1_data1	0.0559377437	1280			lin
Bacnorm		model1_data1	0.0575480183	1285			lin
Bacnorm		model1_data1	0.0591998445	1290			lin
Bacnorm		model1_data1	0.0608940161	1295			lin
Bacnorm		model1_data1	0.0626313255	1300			lin
Bacnorm		model1_data1	0.0644125635	1305			lin
Bacnorm		model1_data1	0.066238517	1310			lin
